6133162,balrog-kun,20587,2,4304478,2010-04-02T16:48:55Z
6133504,Natfoot,567792,22,26454882,2014-10-31T06:41:59Z
6133922,balrog-kun,20587,2,4304478,2010-04-02T16:50:33Z
6134245,Glassman,447903,5,18575439,2013-10-27T21:54:08Z
6134522,Natfoot,567792,17,34064822,2015-09-16T15:11:54Z
6134842,Natfoot,567792,3,18443606,2013-10-20T00:51:58Z
6135225,joelotz,1426091,3,16030238,2013-05-08T14:04:03Z
6135582,GITNE,1836535,5,30444436,2015-04-24T03:12:58Z
6135916,balrog-kun,20587,3,4304478,2010-04-02T16:55:36Z
6136264,sctrojan79,2601744,13,33712657,2015-08-31T19:50:05Z
6136651,Big Josh,1239495,4,15150930,2013-02-24T17:09:49Z
6136981,compdude,282329,3,13406091,2012-10-07T23:11:25Z
6137414,LostSparky,354807,4,6973059,2011-01-15T01:00:56Z
6137678,Dion Dock,97431,4,15649317,2013-04-08T02:31:38Z
6138026,joelotz,1426091,8,19296313,2013-12-05T20:56:00Z
6138421,balrog-kun,20587,2,4304478,2010-04-02T17:01:08Z
6138776,balrog-kun,20587,2,4304478,2010-04-02T17:01:53Z
6139087,Heptazane,23762,4,38431149,2016-04-09T15:35:22Z
6139457,sctrojan79,2601744,6,34621490,2015-10-13T20:57:57Z
6139799,Glassman,447903,5,19995987,2014-01-14T17:45:47Z
6140154,balrog-kun,20587,5,4304478,2010-04-02T17:04:57Z
6140511,STBrenden,1340045,4,16049060,2013-05-09T15:28:00Z
6140863,Natfoot,567792,4,26285916,2014-10-23T19:25:31Z
6141227,balrog-kun,20587,2,4304478,2010-04-02T17:07:25Z
6141614,Paul Johnson,92286,5,1760294,2009-07-07T09:44:31Z
6141945,Glassman,447903,4,12125960,2012-07-06T01:48:39Z
6142263,balrog-kun,20587,2,4304478,2010-04-02T17:09:42Z
6142563,AndrewSnow,371121,5,27562733,2014-12-19T04:29:40Z
6142858,STBrenden,1340045,6,20273258,2014-01-29T21:53:34Z
6176186,Brad Meteor,1529630,2,16793820,2013-07-02T16:36:33Z
6176501,DaveHansenTiger,7168,1,427021,2007-09-14T15:49:01Z
6176846,DaveHansenTiger,7168,1,427021,2007-09-14T15:59:31Z
6177201,DaveHansenTiger,7168,1,427021,2007-09-14T16:07:13Z
6177486,Brad Meteor,1529630,4,22550954,2014-05-25T21:02:13Z
6177798,Brad Meteor,1529630,2,16891161,2013-07-09T19:16:27Z
6178161,DaveHansenTiger,7168,1,427021,2007-09-14T16:36:04Z
6178529,DaveHansenTiger,7168,1,427021,2007-09-14T16:44:35Z
6178921,westyvw,73226,2,26869746,2014-11-18T18:01:42Z
6179361,MrShrike,183462,2,2789371,2009-10-09T04:21:47Z
6179865,DaveHansenTiger,7168,1,427021,2007-09-14T17:07:57Z
6180336,balrog-kun,20587,3,4304478,2010-04-02T17:58:54Z
6180747,balrog-kun,20587,3,4304478,2010-04-02T18:00:10Z
6181362,balrog-kun,20587,3,4304478,2010-04-02T18:01:41Z
6181932,Brad Meteor,1529630,3,17096203,2013-07-26T02:46:38Z
6182607,balrog-kun,20587,3,4304478,2010-04-02T18:05:45Z
6183106,balrog-kun,20587,2,4304478,2010-04-02T18:07:14Z
6183559,Chasfire,197788,2,4778049,2010-05-22T20:24:48Z
6184139,balrog-kun,20587,2,4304478,2010-04-02T18:09:50Z
6184720,balrog-kun,20587,3,4304478,2010-04-02T18:11:23Z
6185475,balrog-kun,20587,3,4304478,2010-04-02T18:13:34Z
6185965,balrog-kun,20587,3,4304478,2010-04-02T18:16:04Z
6186409,Dion Dock,97431,4,18810643,2013-11-10T06:06:03Z
6186900,Brad Meteor,1529630,7,16982806,2013-07-17T06:25:23Z
6187398,Brad Meteor,1529630,4,18254674,2013-10-08T21:09:22Z
6187815,balrog-kun,20587,3,4304478,2010-04-02T18:30:04Z
6188312,balrog-kun,20587,3,4304478,2010-04-02T18:32:52Z
6188931,balrog-kun,20587,3,4304478,2010-04-02T18:36:47Z
6189355,balrog-kun,20587,2,4304478,2010-04-02T18:38:23Z
6189870,balrog-kun,20587,2,4304478,2010-04-02T18:40:12Z
6190442,Brad Meteor,1529630,4,24731551,2014-08-13T20:24:04Z
6191062,balrog-kun,20587,2,4304478,2010-04-02T18:43:22Z
6191717,balrog-kun,20587,2,4304478,2010-04-02T18:44:47Z
6192301,Brad Meteor,1529630,3,22625535,2014-05-29T19:41:38Z
6192782,balrog-kun,20587,2,4304478,2010-04-02T18:48:06Z
6193703,CarniLvr79,4339539,3,41121174,2016-07-30T03:25:44Z
6194143,balrog-kun,20587,3,4304478,2010-04-02T18:54:08Z
6194627,balrog-kun,20587,3,4304478,2010-04-02T18:57:12Z
6195079,balrog-kun,20587,2,4304478,2010-04-02T19:00:09Z
6195444,Jeff_WSDOT,1177740,5,14577627,2013-01-08T18:07:09Z
6316790,Skybunny,1751737,3,41223607,2016-08-03T20:19:03Z
6318550,Heptazane,23762,5,39479849,2016-05-22T03:08:46Z
6321070,sctrojan79,2601744,3,37427520,2016-02-25T05:08:51Z
6322993,DaveHansenTiger,7168,1,445579,2007-09-17T03:35:09Z
6324954,STBrenden,1340045,4,17000924,2013-07-18T16:46:03Z
6326378,Glassman_Import,2604212,2,28765005,2015-02-11T03:12:04Z
6328055,DaveHansenTiger,7168,1,445579,2007-09-17T04:08:05Z
6329607,DaveHansenTiger,7168,1,445579,2007-09-17T04:14:30Z
6331163,STBrenden,1340045,9,20307867,2014-01-31T22:44:33Z
6332583,Omnific,1408522,13,41026773,2016-07-26T02:30:29Z
6334400,DaveHansenTiger,7168,1,446628,2007-09-17T04:35:07Z
6336045,STBrenden,1340045,4,17397710,2013-08-18T15:49:59Z
6337483,sctrojan79,2601744,4,37426716,2016-02-25T03:24:51Z
6339078,goldfndr,7247,2,13423134,2012-10-09T08:52:57Z
6340666,Paul Johnson,92286,5,11244666,2012-04-09T20:59:51Z
6341791,Heptazane,23762,5,36494505,2016-01-11T00:52:13Z
6342831,Skybunny,1751737,5,44604630,2016-12-22T22:26:14Z
6343883,Paul Johnson,92286,2,1322573,2009-05-26T07:00:03Z
6344664,STBrenden,1340045,5,19042216,2013-11-21T18:42:20Z
6345097,STBrenden,1340045,6,19437015,2013-12-13T19:01:15Z
6345678,Omnific,1408522,10,43072335,2016-10-22T00:51:26Z
6346237,Omnific,1408522,8,42575630,2016-10-02T07:06:37Z
6346849,Omnific,1408522,5,41740304,2016-08-27T17:02:00Z
6347427,STBrenden,1340045,4,18509510,2013-10-23T20:55:08Z
6347973,lukobe,137875,9,41673374,2016-08-24T20:53:57Z
6348853,balrog-kun,20587,2,4304484,2010-04-02T16:02:55Z
6350411,STBrenden,1340045,7,18285781,2013-10-10T19:49:19Z
6352152,sctrojan79,2601744,9,37319500,2016-02-19T22:13:14Z
6353797,Amoebabadass,11131,7,6417375,2010-11-20T19:40:44Z
6355588,NormLWinchester,1808781,5,18946849,2013-11-17T05:30:53Z
6356894,zephyr,121241,3,6817082,2010-12-31T08:06:38Z
6358628,KTyler,636969,6,11603361,2012-05-15T10:33:27Z
6360478,lukobe,137875,5,40354980,2016-06-28T23:05:54Z
6362164,Paul Johnson,92286,2,1322573,2009-05-26T06:26:27Z
6363603,balrog-kun,20587,3,4304484,2010-04-02T16:12:28Z
6365575,Yeliena,1593364,7,18013078,2013-09-24T17:29:21Z
6367214,Ivan Komarov,69864,5,15953256,2013-05-02T21:35:12Z
6368825,sctrojan79,2601744,15,29439887,2015-03-13T01:52:56Z
6370267,Omnific,1408522,10,40444060,2016-07-02T16:46:09Z
6371881,Glassman,447903,4,36808082,2016-01-26T00:47:05Z
6373767,balrog-kun,20587,4,4304484,2010-04-02T16:20:43Z
6375594,Amoebabadass,11131,6,21049959,2014-03-11T18:18:26Z
6377275,sctrojan79,2601744,4,37402781,2016-02-24T01:08:27Z
6378701,VeloBusDriver,498785,4,18865332,2013-11-12T23:08:42Z
6380532,STBrenden,1340045,4,18924829,2013-11-15T23:22:43Z
6382200,SeattleImport,1382179,4,19265622,2013-12-04T03:50:19Z
6384427,salix01,76002,3,33199473,2015-08-08T11:49:26Z
6386320,STBrenden,1340045,5,19441854,2013-12-13T23:33:55Z
6388572,balrog-kun,20587,2,4304484,2010-04-02T16:29:13Z
6390011,STBrenden,1340045,5,19060471,2013-11-22T19:23:45Z
6391746,sctrojan79,2601744,5,36830383,2016-01-27T05:34:44Z
6393128,zephyr,121241,3,6582949,2010-12-08T09:19:21Z
6394829,STBrenden,1340045,5,19535218,2013-12-19T19:11:04Z
6396462,compdude,282329,3,7862913,2011-04-14T17:48:35Z
6398323,balrog-kun,20587,2,4304484,2010-04-02T16:39:11Z
6400191,balrog-kun,20587,3,4304484,2010-04-02T16:40:45Z
6402021,zephyr,121241,5,6521583,2010-12-03T00:28:48Z
6403444,STBrenden,1340045,5,19908717,2014-01-09T23:06:41Z
6404847,Skybunny,1751737,6,20624151,2014-02-17T20:57:19Z
6406278,balrog-kun,20587,2,4304484,2010-04-02T16:45:02Z
6407993,Heptazane,23762,7,28057127,2015-01-11T08:57:51Z
